measure_of_weight,tonnage_type_id,tonnage_type_name,unit_of_measure_id,unit_of_measure_name,primary_vessel_id
15,4,Simplified,64,Long Ton,240646
13,4,Simplified,111,Short Ton,240646
11,4,Simplified,111,Short Ton,275040
14,4,Simplified,64,Long Ton,275040
15,4,Simplified,64,Long Ton,240646
13,4,Simplified,111,Short Ton,240646
11,4,Simplified,111,Short Ton,275040
14,4,Simplified,64,Long Ton,275040
29,4,Simplified,64,Long Ton,577674
23,4,Simplified,111,Short Ton,577674
6,4,Simplified,64,Long Ton,624078
5,4,Simplified,111,Short Ton,624078
21,4,Simplified,111,Short Ton,641758
27,4,Simplified,64,Long Ton,641758
11,4,Simplified,64,Long Ton,293548
10,4,Simplified,111,Short Ton,293548
16,4,Simplified,64,Long Ton,287444
13,4,Simplified,111,Short Ton,287444
24,4,Simplified,64,Long Ton,284057
19,4,Simplified,111,Short Ton,284057
29,4,Simplified,111,Short Ton,276023
32,4,Simplified,64,Long Ton,276023
41,4,Simplified,64,Long Ton,562649
32,4,Simplified,111,Short Ton,562649
30,4,Simplified,111,Short Ton,608953
37,4,Simplified,64,Long Ton,608953
36007,4,Simplified,64,Long Ton,1106231
15938,4,Simplified,111,Short Ton,1106231
8,4,Simplified,64,Long Ton,623711
8,4,Simplified,111,Short Ton,623711
31,4,Simplified,111,Short Ton,1077105
31,4,Simplified,64,Long Ton,1077105
6,4,Simplified,111,Short Ton,270746
7,4,Simplified,64,Long Ton,270746
12,4,Simplified,64,Long Ton,240322
10,4,Simplified,111,Short Ton,240322
12,4,Simplified,64,Long Ton,2985
10,4,Simplified,111,Short Ton,2985
5,4,Simplified,64,Long Ton,263089
5,4,Simplified,111,Short Ton,263089
7,4,Simplified,111,Short Ton,282380
8,4,Simplified,64,Long Ton,282380
17,4,Simplified,64,Long Ton,287456
13,4,Simplified,111,Short Ton,287456
13,4,Simplified,64,Long Ton,910264
10,4,Simplified,111,Short Ton,910264
22,4,Simplified,64,Long Ton,560349
17,4,Simplified,111,Short Ton,560349
105,4,Simplified,111,Short Ton,505341
113,4,Simplified,64,Long Ton,505341
23,4,Simplified,64,Long Ton,294735
19,4,Simplified,111,Short Ton,294735
15,4,Simplified,111,Short Ton,593419
19,4,Simplified,64,Long Ton,593419
8,4,Simplified,111,Short Ton,1080262
8,4,Simplified,64,Long Ton,1080262
37,4,Simplified,64,Long Ton,1109840
29,4,Simplified,111,Short Ton,1109840
716,4,Simplified,64,Long Ton,505721
716,4,Simplified,111,Short Ton,505721
18,4,Simplified,64,Long Ton,247490
14,4,Simplified,111,Short Ton,247490
90,4,Simplified,111,Short Ton,610267
113,4,Simplified,64,Long Ton,610267
15,4,Simplified,64,Long Ton,240646
13,4,Simplified,111,Short Ton,240646
11,4,Simplified,111,Short Ton,275040
14,4,Simplified,64,Long Ton,275040
29,4,Simplified,64,Long Ton,577674
23,4,Simplified,111,Short Ton,577674
6,4,Simplified,64,Long Ton,624078
5,4,Simplified,111,Short Ton,624078
21,4,Simplified,111,Short Ton,641758
27,4,Simplified,64,Long Ton,641758
11,4,Simplified,64,Long Ton,293548
10,4,Simplified,111,Short Ton,293548
16,4,Simplified,64,Long Ton,287444
13,4,Simplified,111,Short Ton,287444
24,4,Simplified,64,Long Ton,284057
19,4,Simplified,111,Short Ton,284057
29,4,Simplified,111,Short Ton,276023
32,4,Simplified,64,Long Ton,276023
41,4,Simplified,64,Long Ton,562649
32,4,Simplified,111,Short Ton,562649
30,4,Simplified,111,Short Ton,608953
37,4,Simplified,64,Long Ton,608953
36007,4,Simplified,64,Long Ton,1106231
15938,4,Simplified,111,Short Ton,1106231
8,4,Simplified,64,Long Ton,623711
8,4,Simplified,111,Short Ton,623711
31,4,Simplified,111,Short Ton,1077105
31,4,Simplified,64,Long Ton,1077105
6,4,Simplified,111,Short Ton,270746
7,4,Simplified,64,Long Ton,270746
12,4,Simplified,64,Long Ton,240322
10,4,Simplified,111,Short Ton,240322
12,4,Simplified,64,Long Ton,2985
10,4,Simplified,111,Short Ton,2985
5,4,Simplified,64,Long Ton,263089
5,4,Simplified,111,Short Ton,263089
7,4,Simplified,111,Short Ton,282380
8,4,Simplified,64,Long Ton,282380
17,4,Simplified,64,Long Ton,287456
13,4,Simplified,111,Short Ton,287456
13,4,Simplified,64,Long Ton,910264
10,4,Simplified,111,Short Ton,910264
22,4,Simplified,64,Long Ton,560349
17,4,Simplified,111,Short Ton,560349
105,4,Simplified,111,Short Ton,505341
113,4,Simplified,64,Long Ton,505341
23,4,Simplified,64,Long Ton,294735
19,4,Simplified,111,Short Ton,294735
15,4,Simplified,111,Short Ton,593419
19,4,Simplified,64,Long Ton,593419
8,4,Simplified,111,Short Ton,1080262
8,4,Simplified,64,Long Ton,1080262
37,4,Simplified,64,Long Ton,1109840
29,4,Simplified,111,Short Ton,1109840
716,4,Simplified,64,Long Ton,505721
716,4,Simplified,111,Short Ton,505721
18,4,Simplified,64,Long Ton,247490
14,4,Simplified,111,Short Ton,247490
90,4,Simplified,111,Short Ton,610267
113,4,Simplified,64,Long Ton,610267
35,4,Simplified,64,Long Ton,576387
28,4,Simplified,111,Short Ton,576387
7,4,Simplified,111,Short Ton,588466
8,4,Simplified,64,Long Ton,588466
20,4,Simplified,111,Short Ton,594275
25,4,Simplified,64,Long Ton,594275
25,4,Simplified,111,Short Ton,615297
31,4,Simplified,64,Long Ton,615297
6528,5,Dead Weight,120,Ton,278337
1643,3,Regulatory (Subpart C or D),111,Short Ton,278337
2393,3,Regulatory (Subpart C or D),64,Long Ton,278337
15,4,Simplified,111,Short Ton,590177
18,4,Simplified,64,Long Ton,590177
11,4,Simplified,111,Short Ton,503918
13,4,Simplified,64,Long Ton,503918
20,4,Simplified,111,Short Ton,260969
25,4,Simplified,64,Long Ton,260969
11,4,Simplified,111,Short Ton,298799
12,4,Simplified,64,Long Ton,298799
5,4,Simplified,111,Short Ton,299737
7,4,Simplified,64,Long Ton,299737
18,4,Simplified,64,Long Ton,269456
16,4,Simplified,111,Short Ton,269456
23,4,Simplified,111,Short Ton,501192
29,4,Simplified,64,Long Ton,501192
1619,4,Simplified,111,Short Ton,615290
1619,4,Simplified,64,Long Ton,615290
57,4,Simplified,111,Short Ton,569214
72,4,Simplified,64,Long Ton,569214
12665,1,Convention (Subpart B),111,Short Ton,272708
22145,1,Convention (Subpart B),64,Long Ton,272708
7140,6,Displacement,120,Ton,272708
38888,5,Dead Weight,120,Ton,272708
24,4,Simplified,111,Short Ton,611846
31,4,Simplified,64,Long Ton,611846
11,4,Simplified,64,Long Ton,293828
8,4,Simplified,111,Short Ton,293828
14,4,Simplified,64,Long Ton,628726
14,4,Simplified,111,Short Ton,628726
21,4,Simplified,64,Long Ton,204860
19,4,Simplified,111,Short Ton,204860
5,4,Simplified,111,Short Ton,211745
5,4,Simplified,64,Long Ton,211745
8,4,Simplified,64,Long Ton,255570
7,4,Simplified,111,Short Ton,255570
11,4,Simplified,64,Long Ton,253784
10,4,Simplified,111,Short Ton,253784
5,4,Simplified,111,Short Ton,278833
5,4,Simplified,64,Long Ton,278833
10,4,Simplified,111,Short Ton,505400
12,4,Simplified,64,Long Ton,505400
7,4,Simplified,111,Short Ton,513745
8,4,Simplified,64,Long Ton,513745
20,4,Simplified,64,Long Ton,561560
16,4,Simplified,111,Short Ton,561560
16,4,Simplified,64,Long Ton,562640
12,4,Simplified,111,Short Ton,562640
25703,4,Simplified,64,Long Ton,564170
25703,1,Convention (Subpart B),64,Long Ton,564170
12028,4,Simplified,111,Short Ton,564170
12028,1,Convention (Subpart B),111,Short Ton,564170
44521,6,Displacement,120,Ton,564170
33691,5,Dead Weight,120,Ton,564170
9,4,Simplified,64,Long Ton,611587
7,4,Simplified,111,Short Ton,611587
16,4,Simplified,64,Long Ton,616286
14,4,Simplified,111,Short Ton,616286
24,4,Simplified,64,Long Ton,622258
19,4,Simplified,111,Short Ton,622258
11,4,Simplified,111,Short Ton,626872
14,4,Simplified,64,Long Ton,626872
11,4,Simplified,111,Short Ton,270292
14,4,Simplified,64,Long Ton,270292
20,4,Simplified,64,Long Ton,600552
18,4,Simplified,111,Short Ton,600552
17,4,Simplified,64,Long Ton,603410
13,4,Simplified,111,Short Ton,603410
8,4,Simplified,111,Short Ton,297054
10,4,Simplified,64,Long Ton,297054
147,3,Regulatory (Subpart C or D),64,Long Ton,288198
100,3,Regulatory (Subpart C or D),111,Short Ton,288198
6,4,Simplified,111,Short Ton,272713
7,4,Simplified,64,Long Ton,272713
5,4,Simplified,111,Short Ton,298912
6,4,Simplified,64,Long Ton,298912
10,4,Simplified,111,Short Ton,275606
11,4,Simplified,64,Long Ton,275606
7,4,Simplified,64,Long Ton,296459
6,4,Simplified,111,Short Ton,296459
11,4,Simplified,111,Short Ton,503918
13,4,Simplified,64,Long Ton,503918
5,4,Simplified,111,Short Ton,280046
5,4,Simplified,64,Long Ton,280046
1619,4,Simplified,64,Long Ton,560944
1619,4,Simplified,111,Short Ton,560944
31,4,Simplified,111,Short Ton,638315
39,4,Simplified,64,Long Ton,638315
21,4,Simplified,64,Long Ton,509434
17,4,Simplified,111,Short Ton,509434
9013,3,Regulatory (Subpart C or D),64,Long Ton,221204
5190,3,Regulatory (Subpart C or D),111,Short Ton,221204
13031,5,Dead Weight,120,Ton,221204
49,4,Simplified,111,Short Ton,501262
62,4,Simplified,64,Long Ton,501262
45,3,Regulatory (Subpart C or D),64,Long Ton,285776
45,3,Regulatory (Subpart C or D),111,Short Ton,285776
6,4,Simplified,64,Long Ton,271177
5,4,Simplified,111,Short Ton,271177
72,4,Simplified,64,Long Ton,615817
57,4,Simplified,111,Short Ton,615817
22,4,Simplified,64,Long Ton,511892
20,4,Simplified,111,Short Ton,511892
7,4,Simplified,111,Short Ton,597176
8,4,Simplified,64,Long Ton,597176
9,4,Simplified,111,Short Ton,612435
11,4,Simplified,64,Long Ton,612435
18,4,Simplified,64,Long Ton,247490
14,4,Simplified,111,Short Ton,247490
90,4,Simplified,111,Short Ton,610267
113,4,Simplified,64,Long Ton,610267
35981,1,Convention (Subpart B),64,Long Ton,1106232
15938,1,Convention (Subpart B),111,Short Ton,1106232
42004,5,Dead Weight,120,Ton,1106232
51012,6,Displacement,120,Ton,1106232
30,4,Simplified,64,Long Ton,596820
24,4,Simplified,111,Short Ton,596820
10,4,Simplified,64,Long Ton,293747
9,4,Simplified,111,Short Ton,293747
8,4,Simplified,111,Short Ton,513005
10,4,Simplified,64,Long Ton,513005
177,3,Regulatory (Subpart C or D),64,Long Ton,248919
142,3,Regulatory (Subpart C or D),111,Short Ton,248919
19,4,Simplified,64,Long Ton,257991
15,4,Simplified,111,Short Ton,257991
26,4,Simplified,64,Long Ton,500965
21,4,Simplified,111,Short Ton,500965
11,4,Simplified,64,Long Ton,293828
8,4,Simplified,111,Short Ton,293828
14,4,Simplified,64,Long Ton,259926
11,4,Simplified,111,Short Ton,259926
8,4,Simplified,111,Short Ton,270840
10,4,Simplified,64,Long Ton,270840
6528,5,Dead Weight,120,Ton,278337
1643,3,Regulatory (Subpart C or D),111,Short Ton,278337
2393,3,Regulatory (Subpart C or D),64,Long Ton,278337
24,4,Simplified,111,Short Ton,602253
31,4,Simplified,64,Long Ton,602253
8,4,Simplified,111,Short Ton,605293
9,4,Simplified,64,Long Ton,605293
6,4,Simplified,64,Long Ton,643284
5,4,Simplified,111,Short Ton,643284
17,4,Simplified,64,Long Ton,293607
16,4,Simplified,111,Short Ton,293607
13,4,Simplified,111,Short Ton,502693
16,4,Simplified,64,Long Ton,502693
6,4,Simplified,111,Short Ton,638616
6,4,Simplified,64,Long Ton,638616
43121,6,Displacement,75,Metric Ton,1106302
23426,1,Convention (Subpart B),64,Long Ton,1106302
11082,1,Convention (Subpart B),111,Short Ton,1106302
33730,5,Dead Weight,75,Metric Ton,1106302
16,4,Simplified,111,Short Ton,627497
18,4,Simplified,64,Long Ton,627497
14,4,Simplified,64,Long Ton,272036
11,4,Simplified,111,Short Ton,272036
17,4,Simplified,111,Short Ton,645710
22,4,Simplified,64,Long Ton,645710
20,4,Simplified,111,Short Ton,1052081
25,4,Simplified,64,Long Ton,1052081
601,4,Simplified,64,Long Ton,1138868
601,4,Simplified,111,Short Ton,1138868
601,4,Simplified,64,Long Ton,1138870
601,4,Simplified,111,Short Ton,1138870
19,4,Simplified,111,Short Ton,1074503
19,4,Simplified,64,Long Ton,1074503
28,4,Simplified,64,Long Ton,574682
22,4,Simplified,111,Short Ton,574682
11,4,Simplified,111,Short Ton,1063994
14,4,Simplified,64,Long Ton,1063994
17,4,Simplified,111,Short Ton,1112950
21,4,Simplified,64,Long Ton,1112950
17,4,Simplified,64,Long Ton,509856
13,4,Simplified,111,Short Ton,509856
16,4,Simplified,111,Short Ton,504892
20,4,Simplified,64,Long Ton,504892
9,4,Simplified,111,Short Ton,503023
10,4,Simplified,64,Long Ton,503023
10,4,Simplified,111,Short Ton,504705
13,4,Simplified,64,Long Ton,504705
14,4,Simplified,64,Long Ton,505911
11,4,Simplified,111,Short Ton,505911
38,4,Simplified,64,Long Ton,629747
30,4,Simplified,111,Short Ton,629747
10,4,Simplified,111,Short Ton,594307
12,4,Simplified,64,Long Ton,594307
9,4,Simplified,111,Short Ton,503023
10,4,Simplified,64,Long Ton,503023
169,3,Regulatory (Subpart C or D),64,Long Ton,284059
124,3,Regulatory (Subpart C or D),111,Short Ton,284059
22,4,Simplified,111,Short Ton,298992
28,4,Simplified,64,Long Ton,298992
19,4,Simplified,64,Long Ton,506864
15,4,Simplified,111,Short Ton,506864
10,4,Simplified,64,Long Ton,508214
8,4,Simplified,111,Short Ton,508214
687,4,Simplified,111,Short Ton,261833
687,4,Simplified,64,Long Ton,261833
27,4,Simplified,64,Long Ton,511846
21,4,Simplified,111,Short Ton,511846
8,4,Simplified,64,Long Ton,500160
6,4,Simplified,111,Short Ton,500160
22,4,Simplified,111,Short Ton,298992
28,4,Simplified,64,Long Ton,298992
19,4,Simplified,64,Long Ton,506864
15,4,Simplified,111,Short Ton,506864
10,4,Simplified,64,Long Ton,508214
8,4,Simplified,111,Short Ton,508214
18,4,Simplified,64,Long Ton,610638
16,4,Simplified,111,Short Ton,610638
20,4,Simplified,64,Long Ton,280305
18,4,Simplified,111,Short Ton,280305
13,4,Simplified,64,Long Ton,294295
11,4,Simplified,111,Short Ton,294295
30,4,Simplified,111,Short Ton,505538
38,4,Simplified,64,Long Ton,505538
29,4,Simplified,64,Long Ton,560863
23,4,Simplified,111,Short Ton,560863
8,4,Simplified,64,Long Ton,564110
6,4,Simplified,111,Short Ton,564110
16,4,Simplified,111,Short Ton,595603
21,4,Simplified,64,Long Ton,595603
19,4,Simplified,64,Long Ton,611584
15,4,Simplified,111,Short Ton,611584
9,4,Simplified,111,Short Ton,627540
9,4,Simplified,64,Long Ton,627540
91,4,Simplified,111,Short Ton,627545
114,4,Simplified,64,Long Ton,627545
15,4,Simplified,111,Short Ton,653127
19,4,Simplified,64,Long Ton,653127
672,4,Simplified,64,Long Ton,273238
672,4,Simplified,111,Short Ton,273238
55,4,Simplified,64,Long Ton,1050374
44,4,Simplified,111,Short Ton,1050374
19,4,Simplified,64,Long Ton,565147
15,4,Simplified,111,Short Ton,565147
5,4,Simplified,111,Short Ton,274333
6,4,Simplified,64,Long Ton,274333
12,4,Simplified,64,Long Ton,562275
9,4,Simplified,111,Short Ton,562275
10,4,Simplified,111,Short Ton,512604
13,4,Simplified,64,Long Ton,512604
19,4,Simplified,64,Long Ton,565147
15,4,Simplified,111,Short Ton,565147
17,4,Simplified,111,Short Ton,1048184
19,4,Simplified,64,Long Ton,1048184
27,4,Simplified,64,Long Ton,562765
21,4,Simplified,111,Short Ton,562765
16,4,Simplified,111,Short Ton,504892
20,4,Simplified,64,Long Ton,504892
19,3,Regulatory (Subpart C or D),111,Short Ton,298198
28,3,Regulatory (Subpart C or D),64,Long Ton,298198
31,4,Simplified,64,Long Ton,296549
25,4,Simplified,111,Short Ton,296549
13,3,Regulatory (Subpart C or D),111,Short Ton,277696
14,3,Regulatory (Subpart C or D),64,Long Ton,277696
36324,1,Convention (Subpart B),64,Long Ton,628786
15847,1,Convention (Subpart B),111,Short Ton,628786
53204,5,Dead Weight,75,Metric Ton,628786
66262,6,Displacement,75,Metric Ton,628786
764,4,Simplified,111,Short Ton,1114101
764,4,Simplified,64,Long Ton,1114101
10,4,Simplified,111,Short Ton,626454
13,4,Simplified,64,Long Ton,626454
104,4,Simplified,111,Short Ton,1080247
130,4,Simplified,64,Long Ton,1080247
41,4,Simplified,64,Long Ton,562649
32,4,Simplified,111,Short Ton,562649
5,4,Simplified,111,Short Ton,277141
7,4,Simplified,64,Long Ton,277141
1810,5,Dead Weight,120,Ton,587247
4407,1,Convention (Subpart B),64,Long Ton,587247
1632,4,Simplified,64,Long Ton,1117702
1632,4,Simplified,111,Short Ton,1117702
16,4,Simplified,111,Short Ton,504892
20,4,Simplified,64,Long Ton,504892
15,4,Simplified,64,Long Ton,254291
12,4,Simplified,111,Short Ton,254291
18,4,Simplified,64,Long Ton,247490
14,4,Simplified,111,Short Ton,247490
90,4,Simplified,111,Short Ton,610267
113,4,Simplified,64,Long Ton,610267
10,4,Simplified,64,Long Ton,287408
8,4,Simplified,111,Short Ton,287408
7,4,Simplified,64,Long Ton,506316
7,4,Simplified,111,Short Ton,506316
12,4,Simplified,64,Long Ton,506317
10,4,Simplified,111,Short Ton,506317
764,4,Simplified,111,Short Ton,672687
764,4,Simplified,64,Long Ton,672687
7,4,Simplified,111,Short Ton,277402
9,4,Simplified,64,Long Ton,277402
11,4,Simplified,64,Long Ton,294049
8,4,Simplified,111,Short Ton,294049
6653,3,Regulatory (Subpart C or D),111,Short Ton,274081
10104,3,Regulatory (Subpart C or D),64,Long Ton,274081
15767,5,Dead Weight,120,Ton,274081
28,4,Simplified,111,Short Ton,651232
31,4,Simplified,64,Long Ton,651232
15,4,Simplified,64,Long Ton,260503
12,4,Simplified,111,Short Ton,260503
5,4,Simplified,64,Long Ton,604749
5,4,Simplified,111,Short Ton,604749
6,4,Simplified,111,Short Ton,626574
6,4,Simplified,64,Long Ton,626574
8,4,Simplified,111,Short Ton,270761
10,4,Simplified,64,Long Ton,270761
8,4,Simplified,64,Long Ton,272150
6,4,Simplified,111,Short Ton,272150
20,4,Simplified,111,Short Ton,5465
23,4,Simplified,64,Long Ton,5465
5,4,Simplified,111,Short Ton,290297
5,4,Simplified,64,Long Ton,290297
33,4,Simplified,111,Short Ton,680236
42,4,Simplified,64,Long Ton,680236
15,4,Simplified,111,Short Ton,651210
18,4,Simplified,64,Long Ton,651210
46,4,Simplified,111,Short Ton,914225
99,4,Simplified,64,Long Ton,914225
14,4,Simplified,64,Long Ton,955890
11,4,Simplified,111,Short Ton,955890
16,4,Simplified,64,Long Ton,511297
14,4,Simplified,111,Short Ton,511297
11,4,Simplified,64,Long Ton,241175
10,4,Simplified,111,Short Ton,241175
764,4,Simplified,111,Short Ton,603955
764,4,Simplified,64,Long Ton,603955
9,3,Regulatory (Subpart C or D),111,Short Ton,299166
11,3,Regulatory (Subpart C or D),64,Long Ton,299166
7,4,Simplified,64,Long Ton,296384
5,4,Simplified,111,Short Ton,296384
19,4,Simplified,111,Short Ton,273851
23,4,Simplified,64,Long Ton,273851
8,4,Simplified,64,Long Ton,280898
8,4,Simplified,111,Short Ton,280898
20,4,Simplified,64,Long Ton,294085
16,4,Simplified,111,Short Ton,294085
9,4,Simplified,64,Long Ton,577669
7,4,Simplified,111,Short Ton,577669
8,4,Simplified,64,Long Ton,237958
7,4,Simplified,111,Short Ton,237958
14,4,Simplified,111,Short Ton,512615
18,4,Simplified,64,Long Ton,512615
16947,3,Regulatory (Subpart C or D),64,Long Ton,506330
5084,3,Regulatory (Subpart C or D),111,Short Ton,506330
7,4,Simplified,111,Short Ton,1174301
7,4,Simplified,64,Long Ton,1174301
7,4,Simplified,64,Long Ton,562018
5,4,Simplified,111,Short Ton,562018
74,4,Simplified,111,Short Ton,1091946
83,4,Simplified,64,Long Ton,1091946
82,4,Simplified,111,Short Ton,1091987
103,4,Simplified,64,Long Ton,1091987
8,4,Simplified,64,Long Ton,506729
7,4,Simplified,111,Short Ton,506729
687,4,Simplified,111,Short Ton,261833
687,4,Simplified,64,Long Ton,261833
5,4,Simplified,111,Short Ton,1151255
5,4,Simplified,64,Long Ton,1151255
24,4,Simplified,111,Short Ton,614999
30,4,Simplified,64,Long Ton,614999
33,4,Simplified,111,Short Ton,505347
41,4,Simplified,64,Long Ton,505347
11,4,Simplified,64,Long Ton,560873
8,4,Simplified,111,Short Ton,560873
29,4,Simplified,111,Short Ton,612458
37,4,Simplified,64,Long Ton,612458
4,3,Regulatory (Subpart C or D),64,Long Ton,46101
4,3,Regulatory (Subpart C or D),111,Short Ton,46101
159981,5,Dead Weight,120,Ton,565797
83616,3,Regulatory (Subpart C or D),64,Long Ton,565797
83616,1,Convention (Subpart B),64,Long Ton,565797
48679,1,Convention (Subpart B),111,Short Ton,565797
48679,3,Regulatory (Subpart C or D),111,Short Ton,565797
499,1,Convention (Subpart B),64,Long Ton,578740
499,3,Regulatory (Subpart C or D),64,Long Ton,578740
161,1,Convention (Subpart B),111,Short Ton,578740
161,3,Regulatory (Subpart C or D),111,Short Ton,578740
5,4,Simplified,111,Short Ton,1119010
5,4,Simplified,64,Long Ton,1119010
15,4,Simplified,64,Long Ton,1119069
12,4,Simplified,111,Short Ton,1119069
37,4,Simplified,64,Long Ton,604836
29,4,Simplified,111,Short Ton,604836
12,4,Simplified,64,Long Ton,618507
9,4,Simplified,111,Short Ton,618507
37,4,Simplified,111,Short Ton,680632
47,4,Simplified,64,Long Ton,680632
17,4,Simplified,64,Long Ton,967782
17,4,Simplified,111,Short Ton,967782
9,4,Simplified,111,Short Ton,1025487
9,4,Simplified,64,Long Ton,1025487
735,4,Simplified,111,Short Ton,1053442
735,4,Simplified,64,Long Ton,1053442
11,4,Simplified,111,Short Ton,1060118
14,4,Simplified,64,Long Ton,1060118
764,4,Simplified,64,Long Ton,1102692
764,4,Simplified,111,Short Ton,1102692
16,4,Simplified,111,Short Ton,278099
18,4,Simplified,64,Long Ton,278099
6,4,Simplified,111,Short Ton,290084
7,4,Simplified,64,Long Ton,290084
6,4,Simplified,64,Long Ton,607008
6,4,Simplified,111,Short Ton,607008
26,4,Simplified,64,Long Ton,629888
20,4,Simplified,111,Short Ton,629888
26,4,Simplified,111,Short Ton,277709
32,4,Simplified,64,Long Ton,277709
5,4,Simplified,111,Short Ton,671641
5,4,Simplified,64,Long Ton,671641
6,4,Simplified,111,Short Ton,348868
7,4,Simplified,64,Long Ton,348868
34676,5,Dead Weight,120,Ton,606613
43735,6,Displacement,120,Ton,606613
22072,1,Convention (Subpart B),64,Long Ton,606613
22072,3,Regulatory (Subpart C or D),64,Long Ton,606613
11132,1,Convention (Subpart B),111,Short Ton,606613
11132,3,Regulatory (Subpart C or D),111,Short Ton,606613
51,4,Simplified,64,Long Ton,1126097
41,4,Simplified,111,Short Ton,1126097
7,4,Simplified,64,Long Ton,1163486
5,4,Simplified,111,Short Ton,1163486
13,4,Simplified,64,Long Ton,1110974
10,4,Simplified,111,Short Ton,1110974
26,4,Simplified,111,Short Ton,941900
32,4,Simplified,64,Long Ton,941900
10,4,Simplified,64,Long Ton,1098901
8,4,Simplified,111,Short Ton,1098901
20763,1,Convention (Subpart B),64,Long Ton,1115791
41799,6,Displacement,75,Metric Ton,1115791
33035,5,Dead Weight,75,Metric Ton,1115791
11627,1,Convention (Subpart B),111,Short Ton,1115791
12,4,Simplified,64,Long Ton,1159550
9,4,Simplified,111,Short Ton,1159550
5,4,Simplified,111,Short Ton,604387
6,4,Simplified,64,Long Ton,604387
7,4,Simplified,111,Short Ton,1054537
8,4,Simplified,64,Long Ton,1054537
6,4,Simplified,111,Short Ton,611868
7,4,Simplified,64,Long Ton,611868
26,4,Simplified,111,Short Ton,277709
32,4,Simplified,64,Long Ton,277709
7,4,Simplified,64,Long Ton,643403
5,4,Simplified,111,Short Ton,643403
7,4,Simplified,111,Short Ton,356765
9,4,Simplified,64,Long Ton,356765
137287,6,Displacement,75,Metric Ton,1055355
101473,5,Dead Weight,75,Metric Ton,1055355
55432,1,Convention (Subpart B),111,Short Ton,1055355
91498,1,Convention (Subpart B),64,Long Ton,1055355
72884,1,Convention (Subpart B),64,Long Ton,1055361
44818,1,Convention (Subpart B),111,Short Ton,1055361
83318,5,Dead Weight,120,Ton,1055361
109822,6,Displacement,120,Ton,1055361
17,4,Simplified,64,Long Ton,509679
13,4,Simplified,111,Short Ton,509679
203,3,Regulatory (Subpart C or D),64,Long Ton,506129
155,6,Displacement,120,Ton,506129
50,1,Convention (Subpart B),111,Short Ton,506129
53,3,Regulatory (Subpart C or D),111,Short Ton,506129
167,1,Convention (Subpart B),64,Long Ton,506129
5,4,Simplified,111,Short Ton,567590
6,4,Simplified,64,Long Ton,567590
20,4,Simplified,111,Short Ton,614428
23,4,Simplified,64,Long Ton,614428
39,4,Simplified,111,Short Ton,1080253
49,4,Simplified,64,Long Ton,1080253
32,4,Simplified,64,Long Ton,262832
25,4,Simplified,111,Short Ton,262832
7,4,Simplified,111,Short Ton,261329
8,4,Simplified,64,Long Ton,261329
7,4,Simplified,111,Short Ton,1054537
8,4,Simplified,64,Long Ton,1054537
7,4,Simplified,111,Short Ton,1054537
8,4,Simplified,64,Long Ton,1054537
12,4,Simplified,111,Short Ton,613454
16,4,Simplified,64,Long Ton,613454
8,4,Simplified,64,Long Ton,280898
8,4,Simplified,111,Short Ton,280898
39,4,Simplified,64,Long Ton,291061
31,4,Simplified,111,Short Ton,291061
8,4,Simplified,64,Long Ton,280898
8,4,Simplified,111,Short Ton,280898
54005,4,Simplified,64,Long Ton,1050938
32333,4,Simplified,111,Short Ton,1050938
15,4,Simplified,111,Short Ton,684952
18,4,Simplified,64,Long Ton,684952
9,4,Simplified,111,Short Ton,601343
9,4,Simplified,64,Long Ton,601343
10,4,Simplified,64,Long Ton,263222
9,4,Simplified,111,Short Ton,263222
8,4,Simplified,64,Long Ton,500160
6,4,Simplified,111,Short Ton,500160
5,4,Simplified,111,Short Ton,567778
5,4,Simplified,64,Long Ton,567778
19,3,Regulatory (Subpart C or D),111,Short Ton,295974
28,3,Regulatory (Subpart C or D),64,Long Ton,295974
11,4,Simplified,111,Short Ton,277245
14,4,Simplified,64,Long Ton,277245
9,4,Simplified,111,Short Ton,503023
10,4,Simplified,64,Long Ton,503023
24,1,Convention (Subpart B),111,Short Ton,1055423
81,1,Convention (Subpart B),64,Long Ton,1055423
15,4,Simplified,111,Short Ton,593419
19,4,Simplified,64,Long Ton,593419
35,4,Simplified,111,Short Ton,612394
44,4,Simplified,64,Long Ton,612394
33,4,Simplified,64,Long Ton,633525
27,4,Simplified,111,Short Ton,633525
20,4,Simplified,111,Short Ton,641571
25,4,Simplified,64,Long Ton,641571
12,4,Simplified,64,Long Ton,634198
10,4,Simplified,111,Short Ton,634198
42,4,Simplified,64,Long Ton,634199
33,4,Simplified,111,Short Ton,634199
10,4,Simplified,64,Long Ton,967590
9,4,Simplified,111,Short Ton,967590
43,4,Simplified,111,Short Ton,996607
54,4,Simplified,64,Long Ton,996607
8,4,Simplified,111,Short Ton,600679
11,4,Simplified,64,Long Ton,600679
13,4,Simplified,111,Short Ton,279030
14,4,Simplified,64,Long Ton,279030
11,4,Simplified,64,Long Ton,574379
10,4,Simplified,111,Short Ton,574379
26,4,Simplified,64,Long Ton,291558
21,4,Simplified,111,Short Ton,291558
6,4,Simplified,111,Short Ton,588468
8,4,Simplified,64,Long Ton,588468
18,4,Simplified,111,Short Ton,292728
22,4,Simplified,64,Long Ton,292728
8,4,Simplified,111,Short Ton,274998
