activity_id,title,start_dt,end_dt,page
6289280,GREAT REPUBLIC - Bridge Allision,6/4/2017,4/5/2018,269
6290428,MR CHESTER Bridge Allision,10/17/2017,2/23/2018,269
6290543,PRAIRIE DAWN Allision,10/18/2017,10/24/2017,269
6293586,JAMES F NEIL Allision,10/14/2017,11/28/2017,269
6294042,Barge CODY LIZ Allision w/ Bayou Boeuf RR Bridge,10/22/2017,1/10/2018,269
6295629,COOPERATIVE VENTURE-Allision,10/26/2017,4/23/2018,269
6295663,UTV Kylie Brown Allison,10/24/2017,12/13/2017,269
6296257,FRANK HOLLOMON / Allision,10/21/2017,1/9/2018,270
6301579,JAKE WEST/Allision,11/6/2017,12/13/2017,270
6301606,M/V VERNON M WEILAND/ ALLISION,11/4/2017,1/17/2018,270
6301631,VIVIAN B/Bridge Allision,11/1/2017,11/2/2018,270
6301815,UTV BRITTANY BEYEL/MIAMI SCIENCE BARGE Allision,10/22/2017,12/28/2017,270
6301939,STEVEN L COLBY Allision,10/28/2017,11/28/2017,270
6302779,Allision/MV MIDLAND,11/7/2017,11/28/2017,270
6303983,COAL BARGE BRIDGEPORT/T/B RTC 84/COLLISION/LIS,11/8/2017,6/29/2020,270
6306597,OCEANA Bridge Allision,11/10/2017,9/11/2018,270
6313151,SENECA      Grounding/Bridge Allision,11/18/2017,2/28/2018,270
6313995,TYNY SANDERSON Allision,11/11/2017,5/15/2018,271
6314089,HONG KONG BRIDGE Loss of Propulsion,11/27/2017,4/12/2018,271
6314754,CODY BOYD propulsion failure allision,11/21/2017,12/11/2017,271
6318536,LAMONT TRADER bridge allision drug test failure,11/25/2017,12/29/2017,271
6319470,AMERICAN DUCHESS/Bridge Allision,12/5/2017,2/14/2018,271
6320431,HELSINKI BRIDGE - Breakaway,12/6/2017,4/23/2019,271
6320587,UTV ANDREW CANNAVA/Allision,12/7/2017,12/29/2017,271
6325961,BRIDGET CAULLEY/LOSS OF PROPULSION,12/18/2017,1/31/2018,271
6328724,ST PEREGRINE Allision,12/23/2017,5/15/2018,271
6329282,WILLIAM C - Allision,12/20/2017,1/17/2018,271
6329325,Allision - Tug BIG JAKE,12/20/2017,5/9/2018,272
6332371,JAMES DALE ROBIN/Bridge Allision,1/4/2018,11/15/2018,272
6332442,DANNY TERRAL Bridge Allision,4/18/2017,1/17/2019,272
6332569,HOWARD CORSE Bridge Allison,3/29/2017,1/16/2019,272
6336041,ELK RIVER ALLISION,1/8/2018,5/4/2018,272
6339949,AMERICAN HERITAGE / BRIDGE ALLISION,1/16/2018,1/31/2018,272
6341305,TOM BEHRINGER/ ALLISION,1/22/2018,5/8/2018,272
6341670,Allision - CAPT STEPHEN,1/20/2018,5/9/2018,272
6343508,"Allision / KIRBY 28177, Caney Creek Swing Bridge",1/23/2018,4/26/2019,272
6348600,BAY BRIDGE Loss of Power,1/23/2018,7/5/2018,272
6349933,TOWBOAT U.S. ANGEL ISLAND Allision/Loss of Life,2/4/2018,9/13/2019,273
6350730,BEAR MOUNTAIN BRIDGE/CAMPBELL FOSS LOP/Collision,2/4/2018,5/4/2018,273
6354943,M/V AVA CLAIRE / GROUNDING,1/22/2018,3/26/2018,273
6358228,Allision - MAXX B,2/14/2018,5/16/2018,273
6359461,M/V SAMUEL J / ALLISION,2/22/2018,4/13/2018,273
6360324,Bridge Allsion - EBL 2999/EL PASO,2/22/2018,5/15/2018,273
6363610,Allision/Breakaway barges - Vicksburg RR bridge,2/25/2018,11/14/2018,273
6366002,CAPT RICHARD SIDES/ALLISION,3/5/2018,11/1/2018,273
6367419,KEITH DARLING/ALLISION,3/7/2018,4/30/2018,273
6367538,BILL STEGBAUER/Bridge Allision,3/4/2018,7/31/2018,273
6368943,DR BONEY/ ALLISION,3/7/2018,4/6/2018,274
6369539,DENNIS COLLINS bridge allision damaged barge,3/9/2018,11/14/2018,274
6370990,HAILEY NICHOLE/Bridge Allision,3/13/2018,6/7/2018,274
6373317,PATRICK CENAC / BRIDGE ALLISION,3/14/2018,4/24/2018,274
6375382,ATLANTIC Allision Bridge,3/18/2018,6/8/2018,274
6375463,SJ 2620 Bridge Allision,2/20/2018,5/1/2018,274
6378956,Allision-MISS RISING SUN v. Stuart FEC Bridge,2/26/2018,7/16/2018,274
6379672,TOM HUCKABEE - bridge allision,2/18/2018,10/23/2018,274
6381772,INDIAN DAWN/G.L. 63 Bridge Allision,3/29/2018,5/3/2018,274
6383724,GM5020 - Allision,3/26/2018,5/15/2018,274
6385347,BANGKOK BRIDGE Loss of Power/Propulsion,3/16/2018,6/13/2018,275
6385380,S-2006 Grounding,3/22/2018,11/17/2020,275
6386353,CAPT RICHARD SIDES/ALLISION,4/5/2018,6/5/2018,275
6386420,GLOBAL ROSE Allision,4/5/2018,6/11/2018,275
6386584,AEP LEADER - Bridge allision,3/22/2018,4/10/2018,275
6386851,HAZEL ANN – HUEY P. LONG BRIDGE / Bridge Allision,2/23/2018,4/13/2018,275
6387786,DEBI SHARP/Bridge Allision,4/7/2018,8/8/2018,275
6388735,BRITTANY LEE Allision,3/23/2018,5/1/2018,275
6389027,CAPTAIN BOUDREAUX/ Allision,4/6/2018,6/26/2019,275
6389617,PROSPERITY Allision,4/11/2018,5/1/2018,275
6389884,TOMMIE'S TERMINAL,3/30/2018,11/27/2018,276
6390122,Allision - UNCLE GEORGE,4/11/2018,6/14/2018,276
6390292,COOPERATIVE VENTURE Allision,3/27/2018,5/1/2018,276
6392316,JAX-SAN JUAN BRIDGE - Hull Penetration,4/10/2018,5/8/2018,276
6393696,FATCAT Allision,4/16/2018,7/5/2018,276
6395607,AGGIE C - Allision,4/14/2018,4/24/2018,276
6397026,M 3107 Allision Bridge,4/17/2018,6/8/2018,276
6397512,INDEPENDENCE - Bridge Allision,4/21/2018,12/28/2018,276
6397551,YVONNE CONWAY/Bridge Allision,4/22/2018,8/2/2018,276
6398083,ASHLEIGH- Bridge Allision,2/26/2018,11/14/2018,276
6398148,BUCKEYE STATE - Bridge Allision,3/16/2018,5/7/2018,277
6398735,UTV ALYDAR Allision with Bayou Blue Bridge,4/23/2018,5/15/2018,277
6399728,M/V CYTHIA II / ALLISION,4/26/2018,5/14/2018,277
6399995,DONNA H FURLONG Grounding / Allision,4/24/2018,8/10/2018,277
6403349,UTV Cooperative Mariner Allision,5/1/2018,5/8/2018,277
6403429,M/V SAMUEL J / BRIDGE ALLISION,4/30/2018,6/13/2018,277
6405820,LYDIA MARIE Bridge allision,4/26/2018,5/23/2018,277
6408136,BILL RODGERS/Bridge Allision,4/5/2018,9/11/2018,277
6410020,"CO-OP VENTURE, Allision, MM 150 ILR",4/19/2018,6/4/2018,277
6411105,LARRY TILLEY/ALLISION,5/10/2018,6/12/2018,277
6413876,DONNA H FURLONG/Bridge Allision,4/2/2018,7/30/2018,278
6415917,CITY OF CASSVILLE bridge allision,4/29/2018,5/23/2018,278
6417692,COOPERATIVE MARINER Bridge Allision,5/18/2018,5/31/2018,278
6420320,Cooperative Ambassador Allision,5/22/2018,5/30/2018,278
6431372,M/V JEFFREY G/ALLISION/BREAKAWAY/SINKING,5/17/2018,2/14/2019,278
6440974,BILL HILL/Bridge Allision,5/11/2018,9/13/2018,278
6445085,UTV POSEIDON - Bridge Allision,4/3/2018,7/12/2018,278
6449899,SONOMA Allision,8/10/2017,7/5/2018,278
6459841,CAPT BILL STEWART / BRIDGE ALLISION,6/29/2018,8/10/2018,278
6465195,AL WEAVER - Allision,6/24/2018,7/23/2018,278
6465764,Cooperative Vanguard - Allision,5/16/2018,7/10/2018,279
6469585,Allision - CHRISTY,6/26/2018,7/26/2018,279
6474160,MARY SHEEL/LACROSSE RR BRIDGE ALLISION,7/2/2018,7/24/2018,279
6477741,TOM BEHRINGER Bridge Allision,7/12/2018,7/26/2018,279
6477786,HERBERT C. JACKSON - Bridge Allision,6/21/2018,10/23/2018,279
6481263,BILL STEGBAUER Bridge Allision,7/12/2018,7/26/2018,279
6489765,ALABAMA - Bridge Allision,2/28/2018,7/26/2018,279
6491239,GWYNETH ANNE - Allision,7/20/2018,8/15/2018,279
6491390,MASTER DEAN - Hwy 23 Bridge Allision,7/20/2018,6/12/2019,279
6491586,DENNIS T DELANEY/ALLISION,7/2/2018,8/22/2018,279
6498849,Allision-UTV MISS MADELINE,7/31/2018,3/8/2019,280
6503125,HABIB EXPRESS Bridge Allision,7/30/2018,10/25/2018,280
6503974,SHELBY JEAN/ Allision,8/7/2018,8/17/2018,280
6505563,CAPT. BILL STEWART-Bridge Allision,7/17/2018,8/14/2018,280
6507263,ALBERT C / IN085462 - Allision,8/2/2018,8/20/2018,280
6511680,M.K. MCNALLY/Bridge Allision,8/9/2018,1/4/2019,280
6512017,Allision - SEA WOLF,8/14/2018,9/25/2018,280
6513733,TITLETOWN Bridge Allision,7/27/2018,8/28/2018,280
6514101,JOHN LARANDEAU - Allision,7/31/2018,10/25/2018,280
6526954,KAREN KOBY  Allision Bridge,8/12/2018,9/29/2018,280
6528607,TAYLOR MARIE & RANDY W - GRAMERCY BRIDGE ALLISION,8/31/2018,6/4/2020,281
6531663,ITV BRAD BENNINK/Bridge Allision,8/31/2018,10/26/2018,281
6532969,RED RIVER v CLAIBORNE AVENUE BRIDGE - Allision,8/26/2018,12/11/2020,281
6534212,JAMES F NEAL - ALLISION,9/4/2018,10/4/2019,281
6537257,AMERICAN QUEEN - Allision,9/5/2018,1/16/2019,281
6539386,"ITV ERNA E HONEYCUTT, Allision, MM 151",9/9/2018,10/24/2018,281
6542218,Ms-Allision/MR EARL/I10 Bridge & San Sacinto River,7/24/2018,2/13/2019,281
6545254,MISS DOROTHY - Bridge Allision,8/28/2018,1/14/2019,281
6545827,JILL CAROLYN - Bridge Allision,8/28/2018,10/25/2018,281
6547162,"ITV HARVEY SBISA, Allision, MM 152",9/9/2018,10/24/2018,281
6547780,SONOMA Equipment Failure,9/8/2018,11/8/2018,282
6549120,STEPHEN L COLBY/Allision,9/18/2018,10/26/2018,282
6549769,J.N. PHILLIPS Allision,9/14/2018,1/7/2019,282
6549881,W. STANLEY JAMES/Bridge Allision,9/19/2018,1/29/2019,282
6550114,Allision-CAPT PETE,2/18/2018,10/25/2018,282
6558400,JAMES FARIS - Bridge Allision,10/4/2018,11/26/2018,282
6564256,Allision - MARY KAY,10/5/2018,11/7/2018,282
6564279,ITV CAPT. R.P. GETTELFINGER/ BRIDGE ALLISION,10/19/2018,11/2/2018,282
6572470,CHRIS REEVES Allision,10/20/2018,11/26/2018,282
6572678,ROBERT ANTHONY - Bridge Allision,10/26/2018,12/10/2018,282
6575704,CAPT BILL STEWART - Bridge Allision,10/30/2018,11/26/2018,283
6575883,DOUG TURNER/Bridge Allision,11/2/2018,3/1/2019,283
6576405,Allision - CAPT. JIM/HOUMA NAV CANAL BRIDGE,11/3/2018,7/8/2019,283
6576603,ENID DIBERT  Allision Try Street R/R Bridge,10/17/2018,11/27/2018,283
6578123,CRYSTAL D. TAYLOR/Bridge Allision,11/6/2018,2/27/2019,283
6579728,MARC MIYASAKI/Bridge Allision,11/6/2018,5/2/2019,283
6579979,M/V CAPT GREGORY SMITH / ALLISION / BREAKAWAY,11/12/2018,4/9/2019,283
6579980,Bridge Allision - UTV SCOUT,11/11/2018,1/8/2019,283
6580073,VENICE BRIDGE Loss of Propulsion,11/7/2018,1/30/2019,283
6580651,BOBBY JOHNSON/Bridge Allision,11/13/2018,6/17/2019,283
6580806,ELLIE J Bridge Allision,10/28/2018,12/11/2018,284
6585635,MIKE BIRD Bridge Allision,11/13/2018,8/15/2019,284
6586080,SAN FRANCISCO Allision,11/23/2018,6/15/2020,284
6586942,KIOWA - Bridge Allision,11/23/2018,2/14/2019,284
6588071,COASTAL TRADER - Bridge Allision,11/24/2018,4/8/2019,284
6588951,BRANDON G BUCHANAN Bridge Allision,11/11/2018,1/14/2019,284
6589325,AMERICAN DUCHESS/Bridge Allision,11/18/2018,7/5/2019,284
6589741,CINCINNATI  Bridge Allision,10/30/2018,12/10/2018,284
6591299,MARIE HENDERICK/GROUNDING,12/2/2018,2/13/2019,284
6592883,MIKE BIRD - Allision with Railroad Bridge,9/18/2018,4/26/2019,284
6593218,LEONARD WHITTINGTON - Allision,11/26/2018,1/14/2019,285
6593639,ROBERT E. MURRAY II - Allision,12/5/2018,12/20/2018,285
6593759,Allision - LB ROBERT/Dulac Bridge,12/4/2018,8/2/2019,285
6593865,KATIE ANN Allision,12/3/2018,12/20/2018,285
6595771,MARY ELIZABETH Allision,11/30/2018,1/14/2019,285
6598794,CIRCLE LINE QUEENS and BROADWAY BRIDGE Allision,12/16/2018,2/27/2019,285
6599337,ITV THOMAS E ERICKSON - Bridge Allision,11/18/2018,1/7/2020,285
6599569,MV O. NELSON JONES  Grounding and Allision,11/21/2018,12/27/2018,285
6599593,Allision-ITV DANNY TERRAL/Bayou Dularge Bridge,12/16/2018,8/21/2019,285
6601393,ROBIN B. INGRAM - Allision,12/14/2018,12/27/2018,285
6602328,Allision - ITV BLANCO/Bayou Dularge Bridge,12/20/2018,8/2/2019,286
6602370,M/V J ANDREW ECKSTEIN/Allision,12/23/2018,2/13/2019,286
6603641,AL WEAVER - Allision,12/27/2018,7/2/2019,286
6603647,DEBBIE GRAHAM/Bridge Allision,12/26/2018,8/12/2019,286
6604901,CAPT SAM YOUNT Bridge Allision,12/22/2018,1/11/2019,286
6604986,BEAU BLESSEY - Allision,12/30/2018,2/5/2019,286
6605194,BILL SEYMORE/ BRIDGE ALLISION,1/2/2019,8/23/2019,286
6606581,GWYENTH ANNE - Bridge Allision,12/14/2018,1/11/2019,286
6606812,WILLIAM C - Bridge Allision,12/9/2018,1/10/2019,286
6607357,"ITV ZEUS, Bridge Allision, MM 160 ILR",1/8/2019,7/28/2022,286
6609850,EILEEN C - Bridge Allision,12/21/2018,8/14/2019,287
6609925,M/V LAMAR GOLDING/ALLISION,1/9/2019,2/20/2019,287
6612177,BOBBY JOHNSON/Bridge Allision,12/31/2018,8/5/2019,287
6612921,BARBARA ANN - Allision w/ Sunshine Bridge,1/20/2019,3/20/2020,287
6614921,KENNY EADS Bridge Allision,1/11/2019,2/1/2019,287
6615184,PARK CITY/CREW Leg Injury/LI,1/16/2019,2/15/2019,287
6616783,LAPALCO BRIDGE - PRINCESS AUTUMN - ALLISION,1/11/2019,4/30/2019,287
6617509,JULIA B - Bridge Allision,1/17/2019,6/7/2019,287
6618076,Allision - MISS LAURIE,12/29/2018,3/26/2019,287
6618427,EARL W REDD Reduction in Propulsion,1/9/2019,2/27/2019,287
6623738,Allision - SETH D,1/14/2019,3/26/2019,288
6623967,Allision - JOSSET,1/20/2019,3/26/2019,288
6624408,MS - Allision/ITV LINDBERG CROSBY/Hwy I-10 Bridge,2/11/2019,1/29/2020,288
6625760,RANDY BAYGENTS -Bridge Allision,2/8/2019,6/5/2020,288
6631583,ARDYCE RANDALL - Bridge Allision,2/23/2019,3/14/2019,288
6631918,SAN FRANCISCO Loss of Propulsion,2/23/2019,8/12/2019,288
6633634,Bridge Allision - MAXX B,2/27/2019,10/16/2019,288
6633712,ITV STEVE RICHOUX & tow - H P Long Bridge Allision,1/24/2019,6/2/2020,288
6633794,ITV CHAD PREGRACKE / HWY 80 Bridge - Allision,2/27/2019,12/20/2019,288
6634967,ERIC HANEY/Injury,11/28/2018,3/25/2019,288
6637350,CFV BELLA ROSE vs Claiborne Bridge - Allision,5/28/2018,6/29/2020,289
6637984,JOSEPH PATRICK ECKSTEIN - Allision,2/17/2019,4/29/2019,289
6638286,JOHNNY SR - Huey P. Long Allision,3/4/2019,5/15/2019,289
6638633,ITV REBECCA LYNN - Equipment Failure,3/8/2019,7/8/2019,289
6640057,M/V GALE C/Allision,3/10/2019,3/26/2019,289
6641910,RIVERS WILSON- Bridge allision,3/8/2019,12/27/2019,289
6642311,ITV AGGIE C - Bridge Allision,3/12/2019,2/19/2020,289
6642387,WILLIAM NECKEL/Bridge Allision,3/15/2019,9/18/2019,289
6642419,PAUL MCGINNESS  Allision - Grounding,2/12/2019,4/25/2019,289
6646064,ALICE/Bridge Allision,3/14/2019,9/5/2019,289
6647296,JAMES FERRIS / SABULA RR BRIDGE ALLISION,3/22/2019,4/2/2019,290
6647522,DELBERT E KNOY - Bridge Allision,3/21/2019,7/5/2019,290
6648613,Allision with bridge- KAREN KOBY,3/23/2019,11/8/2019,290
6648813,PALACIOS - CLAIBORNE BRIDGE – ALLISION,3/13/2019,4/30/2019,290
6649429,M/V DANIEL T MARTIN / Allision,3/23/2019,4/29/2019,290
6650421,SIGNET INTRUDER Loss of Propulsion,3/27/2019,4/3/2019,290
6650472,KOTA PAHLAWAN Bridge Strike,3/27/2019,9/5/2019,290
6650748,DAVID C. DEVALL - BRIDGE ALLISION,12/25/2018,6/18/2019,290
6652561,MISS BOBBIE FUGIT- Bridge allision,3/11/2019,8/12/2019,290
6653590,ELIN GERTRUDE - HUEY P. LONG BRIDGE ALLISION,2/27/2019,5/15/2019,290
6653925,MISS DORIS - Allision,3/13/2019,4/30/2019,291
6655805,ART 35745 - LULING BRIDGE ALLISION,3/20/2019,6/20/2019,291
6658034,BRENDA L MURRAY II Bridge AllisonBreakawaySinking,1/21/2019,7/5/2019,291
6658293,JOHN BOOZMAN-EADS BRIDGE ALLISION,3/31/2019,8/13/2019,291
6658766,THREE RIVERS – CLAIBORNE BRIDGE – ALLISION,4/8/2019,8/22/2019,291
6666081,BUCHANAN 5 Allision,4/19/2019,8/7/2019,291
6666131,LITTLE BIT Allision,4/4/2019,6/21/2019,291
6666175,GWYNETH ANNE - Allision,4/11/2019,6/21/2019,291
6668312,ITV DEWEY R / ATC 3404 - Bridge Allision,4/13/2019,3/6/2020,291
6670619,ITV EDNA T GATTLE/ Allision,4/25/2019,6/10/2020,291
6673813,INLAND CARDINAL Allision,4/30/2019,12/3/2020,292
6675062,Bridge Allision - CAPT. RUSSELL L,5/2/2019,7/5/2019,292
6679550,LEGACY - Bridge Allision,5/2/2019,10/21/2019,292
6679559,CAPT. ROGER D. ADAMS - Bridge Allision,4/12/2019,6/21/2019,292
6681025,CLIO - Huey P. Long Bridge Allision,2/27/2019,8/22/2019,292
6681809,ITV DANNY TERRAL - Bridge Allision,5/11/2019,3/18/2020,292
6683152,RIVER SPIRIT - Allision,5/11/2019,8/7/2019,292
6686504,Bridge Allision - MBI2004,5/16/2019,8/23/2019,292
6688547,PENNY ECKSTEIN - Allision,5/17/2019,7/12/2019,292
6688964,MARTHA DENTON - Bridge Allision,4/5/2019,10/3/2019,292
6689001,UTV TERAH HUCKABEE-Jackson RR Bridge Allision,5/20/2019,8/27/2019,293
6694019,ELLIE J - Allision,5/25/2019,8/29/2019,293
6696982,PENNY ECKSTEIN - Bridge Allision,5/18/2019,10/23/2019,293
6698139,DRU LIRETTE - Allision,5/23/2019,8/23/2019,293
6699640,FRANK JOHNSON - Barge Breakaway,3/13/2019,8/22/2019,293
6701498,TV HERMITAGE BRIDGE Loss of Propulsion,6/1/2019,11/15/2019,293
6703459,HERBERT C JACKSON - Bridge Allision,6/1/2019,12/13/2019,293
6706771,M/V JEFFREY G STOVER/Allision,6/7/2019,8/6/2019,293
6713104,CHICAGO WARRIOR - Allision,6/5/2019,8/23/2019,293
6713991,LEE ANN INGRAM vs Dubuque RRB/Grounding,5/18/2019,8/14/2019,293
6716118,JILL CAROLYN Allision,3/16/2019,12/11/2020,294
6716172,Southern IL Transfer - Break Away/Bridge Allision,5/11/2019,11/18/2020,294
6720252,Allision - MISS SOPHIA CLAIRE,3/26/2019,7/29/2019,294
6721186,DANK SILVER vs SUNSHINE BRIDGE - Allision,6/16/2019,4/14/2021,294
6723764,Allision - MR DEAN,6/22/2019,8/2/2019,294
6724147,CAPTAIN JAY - Allision,2/10/2019,8/22/2019,294
6727429,PRAIRIE DAWN - Bridge Allision,6/20/2019,10/25/2019,294
6727861,GLENNA M Bridge Allision,6/27/2019,11/18/2020,294
6728677,ITV MISS LAURIE & HBM 3063 Allision Dularge Bridge,6/21/2019,5/26/2020,294
6734549,ITV DRU LIRETTE/CHEM 3701 - Bridge Allision,7/1/2019,7/8/2019,294
6742496,RAY S - Bridge Allision,5/16/2019,3/13/2020,295
6742697,Allision bridge- MARMAC 301(JACK NEWMAN/JODY ANN),7/6/2019,12/3/2019,295
6747539,JOSHUA DAVID ESPER - Bridge Allision,7/9/2019,10/20/2020,295
6751068,FOXY 3 Pelham Bay Bridge Allision,7/12/2019,9/4/2019,295
6751988,ITV ELLY LANE v Luling Bridge - ALLISION,6/16/2019,6/18/2020,295
6753282,LADY TEREA  Bridge Allision,6/20/2019,10/3/2019,295
6754158,MISS LYNN - Allision,7/15/2019,10/11/2019,295
6758112,DAVID K WILSON - Allision,5/10/2019,10/3/2019,295
6761644,Allision - LAVACA,5/21/2019,9/30/2019,295
6762829,Allision - VANPORT,4/22/2019,7/30/2019,295
6763972,ITV RILEY ELIZABETH - Sabula RRB Allision,7/14/2019,1/12/2021,296
6767215,PEACE GARDEN v HUEY P LONG BRIDGE - ALLISION,7/26/2019,6/18/2020,296
6768371,SHERRYL B REEVES - BRIDGE ALLISION,7/31/2019,9/13/2019,296
6772915,Allision - RHEA & Bayou Dularge Bridge,8/3/2019,10/23/2019,296
6773140,MANGILAO Total Constructive Loss,8/4/2019,9/28/2022,296
6773552,R. CLAYTON MCWHORTER - Bridge Allision,8/3/2019,10/20/2020,296
6775564,ITV C.B. FORD / Bridge Allision,8/5/2019,9/6/2019,296
6777659,Bridge Allision - JOHN FOX,8/9/2019,8/16/2019,296
6777741,VICTORIA Allision,7/17/2019,2/19/2021,296
6782229,"ITV Capt Richard Sides, Allision, MM 71",6/26/2019,9/6/2019,296
6783497,ITV INDEPENDENCE - Allision w/ Bridge,8/14/2019,9/6/2019,297
6785435,OCEAN PRIDE - Bridge Allision,8/16/2019,9/18/2019,297
6789262,FJP 400B - Allision,8/4/2019,9/13/2019,297
6790694,Allision (Dulac Pontoon Bridge) - MISS LIS,8/21/2019,1/9/2020,297
6792688,ITV SAN ANTONIO v Claiborne Bridge-Allision,8/4/2019,6/16/2020,297
6796189,DONNA RUSHING - Allision,8/22/2019,10/4/2019,297
6796412,HERBERT J. PLAISANCE - Bridge Allision,8/20/2019,10/1/2019,297
6797694,STEPHEN DANN - Allision,7/18/2019,9/6/2019,297
6801042,M/V QUEEN OF THE MISSISSIPPI - RRB Allision,8/8/2019,10/4/2019,297
6802643,MIKE PLANCHE - Bridge Allision,8/29/2019,10/7/2019,297
6802730,LOUISIANA LADY vs H.P. Long Bridge - Allision,5/6/2019,7/29/2022,298
6804131,LADY THEO - Allision,9/4/2019,2/4/2020,298
6804925,ITV CHRISTOPHER D WILSON - Allision MM 363.8,8/31/2019,10/2/2019,298
6809952,Allision / MD 3273 LB,8/1/2019,3/5/2020,298
6810407,LAT GONSOULIN-Bridge Allision,9/12/2019,10/11/2019,298
6816471,San Jacinto River Fleet Breakaway / Allision,9/20/2019,1/21/2021,298
6816643,CINCINNATI Bridge Allision,9/19/2019,1/12/2021,298
6817569,CREEK vs CRESCENT CITY CONN. Bridge Allision,5/30/2019,6/21/2021,298
6819564,CMS 751 - Bridge Allision,9/9/2019,12/2/2019,298
6821021,ITV JOHN VAUGHN/Bridge Allision,9/25/2019,11/12/2019,298
6822484,MARY HOPE II Allision,9/26/2019,3/4/2020,299
6824407,ITV MARY SCHEEL – Allision MM 535,9/22/2019,10/18/2019,299
6825327,ITV MIKE BIRD – Allision MM 481.4,9/24/2019,1/22/2020,299
6826183,REBECCA LYNN - Allision,9/21/2019,10/8/2019,299
6826361,White Angel/ Allision/ UMR 699.8,9/19/2019,11/6/2019,299
6826643,J. ANDREW ECKSTEIN Allision,9/16/2019,10/15/2019,299
6826738,SAM M FLEMING - Allision,9/22/2019,10/15/2019,299
6827405,ITV ROGER W KENNEY bridge allision MM 151.2 ILR,10/1/2019,11/12/2019,299
6828520,Allision (Bridge)-MARMAC 301(CAPT SAM & CAPT MARK),7/24/2019,1/13/2020,299
6829886,CHRISTOPHER MYSKOWSKI/Fort Madison Bridge Allision,10/5/2019,10/18/2019,299
6830195,HELLAS SERENITY - Bridge Allision,8/13/2019,10/21/2019,300
6832504,RAM X V Allision,10/10/2019,12/4/2019,300
6833505,KEVIN MICHAEL - Allision,9/28/2019,10/10/2023,300
6834715,LUKE BURTON - Allision,10/13/2019,11/20/2019,300
6840880,ITV RANDY ECKSTEIN; Allision,10/24/2019,12/18/2019,300
6841022,ITV NEIL N. DIEHL – Allision MM 535,10/24/2019,12/16/2019,300
6841559,SEATIGER - Allision,10/19/2019,2/9/2021,300
6842331,ECB 6007 - Allision,10/25/2019,12/16/2019,300
6844379,ITV PAUL BROTZGE – Allision MM 403.1,10/24/2019,12/16/2019,300
6844439,ITV C MICHAEL REEVES – Allision MM 384,10/25/2019,12/16/2019,300
6844530,Bridge Allision - Fishing Vessel Big Daddy,10/29/2019,1/2/2020,301
6845799,PTT 9038 - Bridge Allision,10/23/2019,11/6/2019,301
6847354,Dutra Crane Barge Allision,10/15/2019,1/2/2020,301
6848685,"ITV NOBLE C PARSONAGE, grounding/allision M180,ILR",10/30/2019,11/8/2019,301
6849587,HERBERT C JACKSON - Allision,11/4/2019,12/16/2019,301
6852463,Allision-G.BROOKS SPERRY & BAYOU DULARGE BRIDGE,8/5/2019,12/31/2019,301
6853638,COLONIAL BELLE - Allision,7/7/2019,12/4/2019,301
6853895,CFV GRAND BATTURE - BRIDGE ALLISION,11/12/2019,6/9/2020,301
6857420,MISS BONNIE Grounding-Flooding-Capsize,11/17/2019,3/18/2022,301
6857492,ITV RICK CALHOUN/ GROUNDING,11/16/2019,12/17/2019,301
6858607,PRODIGY - HUEY P LONG BRIDGE ALLISION,11/18/2019,6/9/2020,302
6859134,ALLISION/R CLAYTON MCWORTHER/Lacrosse,11/2/2019,11/22/2019,302
6859357,Allision-USACE MURDEN with Stuart FEC Railway Brid,9/9/2019,12/31/2019,302
6859785,STARFIRE - Bridge Allision,11/9/2019,12/17/2019,302
6859948,SILAS JAMES – BELLE CHASSE RR BRIDGE-ALLISION,9/25/2019,12/4/2020,302
6862510,BLARNEY Allision,10/26/2019,2/24/2020,302
6865411,CMT RECTOR Allision,11/29/2019,1/30/2020,302
6866544,ITV SOUTHERN BELLE - Melville Bridge Allision,11/23/2019,5/12/2020,302
6866645,ISLAND TRADER Bridge Allision,11/27/2019,3/20/2020,302
6869011,Allision Bayou Dularge Brdg-CAPTAIN SAM/MARMAC 301,8/8/2019,12/12/2019,302
6870045,JACK HOLLAND Bridge Allision,12/3/2019,1/31/2020,303
6872838,BILOXI BELLE Allision,12/12/2019,2/22/2021,303
6876209,LANDBRIDGE FOTUNE Loss of Propulsion,12/17/2019,2/24/2020,303
6878156,ITV GENERAL ASHBURN - Bridge Allision,12/12/2019,2/4/2020,303
6880374,Tug ISLAND PILOT & Barge BH-2901  Allision,12/30/2019,6/5/2020,303
6881039,MEM 2001 - Allision,11/27/2019,1/14/2020,303
6883491,WILLIAM C - Allision,1/1/2020,11/27/2020,303
6883527,ITV M/V CAPT HYMEN DEVALL-RIGOLETS BRIDGE ALLISION,1/4/2020,6/25/2020,303
6884502,HF BEAN Allision,12/20/2019,2/11/2021,303
6884619,MENDOCINO Personnel Casualty,12/24/2019,4/3/2020,303
6885594,ITV BROOKE MCKENZIE / Grounding,12/21/2019,1/13/2020,304
6886359,THELMA PARKER II - Allision,1/7/2020,2/7/2020,304
6886521,ITV ADDIE BELLE/ BRIDGE ALLISION,12/22/2019,1/21/2020,304
6886799,ITV CAPT. CHASE/ BRIDGE ALLISION,1/8/2020,1/21/2020,304
6888380,SCF EXPLORER -  Bridge Allision,5/1/2019,1/30/2020,304
6889380,ITV MISS LYNN - Allision / breakaway,1/14/2020,5/14/2020,304
